0.000,0.000,11.110,0.000,2.697,0.000,34.534,0.000,68.725,0.000,117.066

lap,curlap_allocsummary,alllaps_allocsummary,curlap_allocupdate,alllaps_allocupdate,curlap_obssummary,alllaps_obssummary,curlap_obsupdate,alllaps_obsupdate,curlap_total,alllaps_total
1.000,0.005,11.115,0.007,2.704,0.196,34.730,0.097,68.822,0.305,117.371

2.000,0.135,11.250,0.012,2.716,0.384,35.114,0.436,69.258,0.968,118.339

3.000,0.060,11.310,0.013,2.729,0.075,35.190,0.301,69.559,0.449,118.787

4.000,0.050,11.360,0.010,2.739,0.123,35.312,0.267,69.826,0.450,119.238

5.000,0.051,11.411,0.010,2.749,0.211,35.524,0.281,70.108,0.553,119.791

6.000,0.051,11.462,0.012,2.760,0.071,35.595,0.277,70.385,0.410,120.201

7.000,0.051,11.512,0.010,2.770,0.144,35.739,0.273,70.658,0.478,120.679

8.000,0.052,11.564,0.012,2.782,0.094,35.833,0.282,70.940,0.440,121.119

9.000,0.050,11.615,0.011,2.793,0.080,35.913,0.279,71.219,0.420,121.539

10.000,0.051,11.665,0.012,2.805,0.082,35.995,0.273,71.492,0.418,121.957

11.000,0.052,11.717,0.010,2.816,0.083,36.078,0.244,71.736,0.389,122.346

12.000,0.092,11.809,0.017,2.832,0.128,36.206,0.403,72.139,0.640,122.986

13.000,0.099,11.908,0.010,2.842,0.077,36.284,0.230,72.368,0.416,123.402

14.000,0.051,11.959,0.010,2.852,0.312,36.596,0.242,72.610,0.615,124.017

15.000,0.051,12.010,0.010,2.862,0.114,36.710,0.301,72.911,0.476,124.493

16.000,0.051,12.060,0.010,2.872,0.350,37.060,0.289,73.200,0.699,125.192

17.000,0.051,12.111,0.011,2.883,0.073,37.133,0.285,73.485,0.421,125.612

18.000,0.051,12.162,0.010,2.893,0.127,37.261,0.269,73.754,0.457,126.069

19.000,0.091,12.253,0.010,2.902,0.145,37.406,0.271,74.025,0.516,126.585

20.000,0.050,12.303,0.010,2.913,0.087,37.493,0.270,74.295,0.418,127.003

21.000,0.051,12.354,0.012,2.924,0.238,37.732,0.260,74.554,0.560,127.564

22.000,0.051,12.404,0.019,2.944,0.118,37.849,0.305,74.859,0.493,128.056

23.000,0.098,12.503,0.010,2.954,0.070,37.919,0.222,75.081,0.400,128.456

24.000,0.051,12.554,0.010,2.963,0.060,37.980,0.228,75.309,0.349,128.806

25.000,0.093,12.647,0.016,2.979,0.072,38.052,0.454,75.763,0.635,129.441

26.000,0.051,12.698,0.010,2.989,0.283,38.334,0.253,76.016,0.596,130.037

27.000,0.101,12.798,0.010,2.998,0.118,38.452,0.221,76.237,0.449,130.486

28.000,0.051,12.849,0.010,3.008,0.120,38.572,0.264,76.501,0.444,130.931

29.000,0.051,12.900,0.010,3.018,0.129,38.702,0.267,76.768,0.457,131.387

30.000,0.051,12.951,0.038,3.056,0.081,38.783,0.654,77.422,0.824,132.211

31.000,0.051,13.002,0.010,3.066,0.139,38.922,0.258,77.679,0.457,132.668

32.000,0.053,13.055,0.010,3.076,0.320,39.242,0.254,77.934,0.638,133.306

33.000,0.051,13.106,0.010,3.085,0.063,39.305,0.216,78.149,0.339,133.645

34.000,0.067,13.172,0.010,3.095,0.162,39.467,0.238,78.388,0.476,134.122

35.000,0.051,13.223,0.012,3.107,0.049,39.515,0.260,78.648,0.372,134.493

36.000,0.051,13.274,0.011,3.118,0.143,39.659,0.275,78.922,0.480,134.973

37.000,0.091,13.365,0.017,3.135,0.045,39.704,0.298,79.220,0.451,135.425

38.000,0.051,13.416,0.011,3.146,0.175,39.879,0.282,79.503,0.519,135.944

39.000,0.091,13.507,0.010,3.156,0.100,39.979,0.261,79.764,0.461,136.405

40.000,0.087,13.593,0.010,3.165,0.224,40.203,0.268,80.032,0.589,136.994

41.000,0.051,13.644,0.010,3.175,0.302,40.504,0.270,80.302,0.632,137.626

42.000,0.051,13.695,0.010,3.185,0.038,40.542,0.253,80.555,0.352,137.978

43.000,0.051,13.746,0.010,3.195,0.034,40.577,0.228,80.783,0.323,138.301

44.000,0.051,13.797,0.010,3.204,0.035,40.612,0.237,81.020,0.333,138.633

45.000,0.051,13.849,0.010,3.214,0.039,40.650,0.246,81.266,0.346,138.979

46.000,0.051,13.899,0.010,3.224,0.035,40.685,0.271,81.537,0.366,139.346

47.000,0.051,13.950,0.010,3.234,0.035,40.720,0.239,81.776,0.334,139.680

48.000,0.051,14.001,0.010,3.244,0.039,40.759,0.245,82.021,0.345,140.024

49.000,0.051,14.053,0.010,3.253,0.043,40.802,0.309,82.330,0.413,140.438

50.000,0.051,14.104,0.010,3.263,0.044,40.845,0.254,82.584,0.359,140.796

51.000,0.052,14.155,0.010,3.273,0.081,40.926,0.243,82.828,0.386,141.183

52.000,0.051,14.206,0.010,3.283,0.036,40.962,0.254,83.081,0.351,141.533

53.000,0.051,14.257,0.010,3.293,0.037,40.999,0.309,83.390,0.406,141.940

54.000,0.051,14.309,0.010,3.303,0.036,41.035,0.230,83.620,0.327,142.267

55.000,0.051,14.360,0.010,3.313,0.036,41.071,0.239,83.859,0.336,142.603

56.000,0.051,14.411,0.010,3.322,0.037,41.108,0.242,84.101,0.340,142.942

57.000,0.051,14.462,0.010,3.333,0.045,41.153,0.263,84.364,0.370,143.312

58.000,0.051,14.513,0.010,3.342,0.052,41.206,0.263,84.626,0.376,143.687

59.000,0.051,14.564,0.010,3.352,0.035,41.241,0.229,84.856,0.325,144.013

60.000,0.094,14.658,0.010,3.362,0.065,41.306,0.240,85.095,0.409,144.422

61.000,0.051,14.709,0.010,3.372,0.038,41.344,0.283,85.379,0.382,144.804

62.000,0.051,14.760,0.010,3.382,0.040,41.384,0.263,85.642,0.364,145.168

63.000,0.051,14.811,0.010,3.392,0.034,41.418,0.226,85.868,0.322,145.490

64.000,0.051,14.862,0.010,3.401,0.034,41.453,0.243,86.112,0.339,145.828

65.000,0.051,14.913,0.010,3.411,0.037,41.490,0.229,86.341,0.327,146.155

66.000,0.051,14.964,0.010,3.421,0.035,41.525,0.342,86.683,0.438,146.593

67.000,0.051,15.015,0.010,3.431,0.036,41.561,0.230,86.913,0.326,146.919

68.000,0.051,15.067,0.010,3.440,0.072,41.632,0.236,87.149,0.369,147.288

69.000,0.053,15.120,0.010,3.450,0.046,41.678,0.251,87.400,0.360,147.648

70.000,0.051,15.170,0.010,3.460,0.034,41.712,0.233,87.633,0.327,147.975

71.000,0.051,15.221,0.011,3.471,0.033,41.745,0.252,87.885,0.346,148.321

72.000,0.051,15.272,0.010,3.480,0.034,41.778,0.232,88.118,0.326,148.648

73.000,0.051,15.323,0.010,3.491,0.042,41.820,0.230,88.347,0.333,148.981

74.000,0.051,15.373,0.010,3.500,0.033,41.853,0.234,88.581,0.328,149.308

75.000,0.082,15.455,0.026,3.527,0.040,41.893,0.237,88.819,0.385,149.693

76.000,0.051,15.506,0.010,3.536,0.033,41.926,0.231,89.049,0.325,150.019

77.000,0.051,15.557,0.010,3.546,0.034,41.961,0.386,89.435,0.480,150.499

78.000,0.051,15.608,0.010,3.556,0.033,41.994,0.237,89.672,0.331,150.830

79.000,0.051,15.658,0.010,3.566,0.034,42.028,0.280,89.952,0.374,151.204

80.000,0.051,15.709,0.010,3.576,0.035,42.063,0.231,90.183,0.326,151.530

81.000,0.051,15.760,0.010,3.586,0.035,42.098,0.234,90.417,0.330,151.860

82.000,0.051,15.811,0.010,3.596,0.034,42.132,0.256,90.673,0.351,152.211

83.000,0.051,15.862,0.010,3.606,0.035,42.167,0.222,90.895,0.318,152.529

84.000,0.081,15.943,0.010,3.616,0.097,42.264,0.258,91.152,0.445,152.975

85.000,0.051,15.994,0.010,3.626,0.041,42.305,0.251,91.403,0.353,153.327

86.000,0.051,16.045,0.010,3.636,0.038,42.343,0.340,91.743,0.440,153.767

87.000,0.051,16.097,0.010,3.646,0.036,42.378,0.256,91.999,0.353,154.120

88.000,0.051,16.148,0.010,3.655,0.036,42.414,0.267,92.266,0.363,154.483

89.000,0.051,16.199,0.010,3.665,0.037,42.451,0.276,92.542,0.374,154.858

90.000,0.052,16.251,0.010,3.676,0.036,42.487,0.275,92.817,0.373,155.231

91.000,0.052,16.302,0.010,3.685,0.037,42.524,0.244,93.061,0.342,155.573

92.000,0.052,16.354,0.010,3.696,0.036,42.560,0.248,93.309,0.346,155.919

93.000,0.087,16.441,0.026,3.722,0.052,42.612,0.362,93.671,0.527,156.446

94.000,0.052,16.493,0.011,3.732,0.047,42.659,0.242,93.913,0.352,156.798

95.000,0.051,16.545,0.010,3.743,0.036,42.695,0.261,94.174,0.359,157.157

96.000,0.051,16.595,0.010,3.752,0.036,42.731,0.252,94.427,0.348,157.505

97.000,0.051,16.646,0.010,3.763,0.103,42.834,0.306,94.733,0.471,157.976

98.000,0.095,16.741,0.016,3.779,0.037,42.871,0.430,95.162,0.578,158.553

99.000,0.071,16.812,0.010,3.789,0.038,42.909,0.262,95.424,0.381,158.935

100.000,0.051,16.863,0.010,3.799,0.071,42.980,0.270,95.695,0.402,159.337

