0.000,0.000,89.287,0.000,1.150,0.016,1.163,0.000,117.066,0.000,54.833,0.016,263.499

lap,curlap_birth,alllaps_birth,curlap_global,alllaps_global,curlap_io,alllaps_io,curlap_local,alllaps_local,curlap_merge,alllaps_merge,curlap_total,alllaps_total
1.000,5.358,94.645,0.002,1.152,0.003,1.166,0.305,117.371,0.002,54.836,5.671,269.170

2.000,0.215,94.860,0.010,1.162,0.006,1.173,0.968,118.339,0.180,55.016,1.380,270.550

3.000,0.138,94.999,0.006,1.168,0.011,1.183,0.449,118.787,0.141,55.157,0.745,271.295

4.000,0.130,95.129,0.003,1.171,0.011,1.194,0.450,119.238,0.137,55.294,0.731,272.025

5.000,0.131,95.260,0.002,1.173,0.007,1.201,0.553,119.791,0.139,55.433,0.832,272.857

6.000,0.128,95.388,0.002,1.175,0.000,1.201,0.410,120.201,0.120,55.553,0.660,273.517

7.000,0.129,95.517,0.004,1.179,0.000,1.201,0.478,120.679,0.132,55.685,0.742,274.259

8.000,0.131,95.648,0.002,1.181,0.002,1.203,0.440,121.119,0.101,55.785,0.676,274.936

9.000,0.128,95.776,0.004,1.185,0.000,1.203,0.420,121.539,0.107,55.892,0.659,275.595

10.000,0.119,95.895,0.002,1.187,0.002,1.205,0.418,121.957,0.100,55.992,0.641,276.235

11.000,0.123,96.017,0.002,1.189,0.000,1.205,0.389,122.346,0.099,56.091,0.613,276.849

12.000,0.122,96.139,0.002,1.190,0.000,1.205,0.640,122.986,0.110,56.201,0.873,277.722

13.000,0.123,96.262,0.002,1.192,0.000,1.205,0.416,123.402,0.119,56.320,0.660,278.381

14.000,0.138,96.400,0.004,1.196,0.000,1.205,0.615,124.017,0.128,56.448,0.885,279.266

15.000,0.123,96.523,0.002,1.198,0.011,1.216,0.476,124.493,0.119,56.568,0.731,279.998

16.000,0.127,96.651,0.002,1.200,0.000,1.216,0.699,125.192,0.124,56.691,0.951,280.949

17.000,0.129,96.780,0.002,1.202,0.000,1.216,0.421,125.612,0.126,56.818,0.678,281.627

18.000,0.130,96.910,0.002,1.203,0.000,1.216,0.457,126.069,0.148,56.965,0.736,282.363

19.000,0.149,97.059,0.002,1.205,0.000,1.216,0.516,126.585,0.143,57.108,0.810,283.172

20.000,0.134,97.192,0.002,1.207,0.002,1.218,0.418,127.003,0.147,57.255,0.703,283.875

21.000,0.128,97.320,0.002,1.208,0.000,1.218,0.560,127.564,0.129,57.385,0.819,284.694

22.000,0.134,97.454,0.002,1.211,0.000,1.218,0.493,128.056,0.121,57.505,0.749,285.444

23.000,0.122,97.576,0.002,1.212,0.000,1.218,0.400,128.456,0.120,57.625,0.643,286.087

24.000,0.123,97.698,0.002,1.214,0.000,1.218,0.349,128.806,0.119,57.744,0.592,286.679

25.000,0.123,97.821,0.002,1.215,0.006,1.223,0.635,129.441,0.120,57.864,0.885,287.564

26.000,0.123,97.945,0.002,1.217,0.000,1.223,0.596,130.037,0.118,57.981,0.839,288.403

27.000,0.130,98.074,0.002,1.219,0.000,1.223,0.449,130.486,0.121,58.103,0.702,289.105

28.000,0.124,98.199,0.002,1.220,0.000,1.223,0.444,130.931,0.121,58.224,0.692,289.797

