0.000,0.000,89.287,0.000,1.150,0.016,1.163,0.000,117.066,0.000,54.833,0.016,263.499

lap,curlap_birth,alllaps_birth,curlap_global,alllaps_global,curlap_io,alllaps_io,curlap_local,alllaps_local,curlap_merge,alllaps_merge,curlap_total,alllaps_total
29.000,0.119,98.318,0.002,1.222,0.000,1.223,0.457,131.387,0.109,58.333,0.687,290.483

30.000,0.126,98.444,0.002,1.223,0.005,1.228,0.824,132.211,0.102,58.435,1.058,291.541

31.000,0.128,98.572,0.004,1.228,0.000,1.228,0.457,132.668,0.119,58.554,0.710,292.251

32.000,0.121,98.693,0.002,1.230,0.000,1.228,0.638,133.306,0.119,58.674,0.880,293.131

33.000,0.121,98.814,0.002,1.232,0.000,1.228,0.339,133.645,0.120,58.794,0.582,293.713

34.000,0.131,98.945,0.004,1.236,0.000,1.228,0.476,134.122,0.126,58.920,0.737,294.450

35.000,0.133,99.078,0.003,1.239,0.011,1.239,0.372,134.493,0.144,59.064,0.662,295.113

36.000,0.128,99.206,0.002,1.240,0.000,1.239,0.480,134.973,0.146,59.210,0.755,295.868

37.000,0.125,99.331,0.002,1.242,0.000,1.239,0.451,135.425,0.138,59.347,0.716,296.584

38.000,0.130,99.461,0.002,1.244,0.000,1.239,0.519,135.944,0.131,59.479,0.782,297.366

39.000,0.128,99.588,0.002,1.245,0.000,1.239,0.461,136.405,0.134,59.612,0.724,298.090

40.000,0.122,99.711,0.002,1.247,0.006,1.245,0.589,136.994,0.128,59.740,0.847,298.937

41.000,0.123,99.834,0.002,1.249,0.000,1.245,0.632,137.626,0.112,59.852,0.869,299.806

42.000,0.127,99.961,0.004,1.252,0.000,1.245,0.352,137.978,0.110,59.962,0.593,300.398

43.000,0.128,100.089,0.004,1.256,0.000,1.245,0.323,138.301,0.109,60.071,0.564,300.962

44.000,0.128,100.217,0.004,1.260,0.000,1.245,0.333,138.633,0.110,60.181,0.575,301.537

45.000,0.124,100.341,0.002,1.262,0.004,1.249,0.346,138.979,0.102,60.283,0.577,302.114

46.000,0.133,100.474,0.004,1.266,0.000,1.249,0.366,139.346,0.109,60.392,0.613,302.727

47.000,0.126,100.600,0.002,1.268,0.000,1.249,0.334,139.680,0.102,60.495,0.565,303.292

48.000,0.138,100.738,0.002,1.269,0.000,1.249,0.345,140.024,0.102,60.597,0.587,303.878

49.000,0.132,100.870,0.004,1.273,0.000,1.249,0.413,140.438,0.117,60.713,0.665,304.544

50.000,0.134,101.004,0.002,1.275,0.003,1.252,0.359,140.796,0.110,60.824,0.607,305.151

51.000,0.130,101.134,0.004,1.279,0.000,1.252,0.386,141.183,0.109,60.932,0.629,305.780

52.000,0.139,101.273,0.004,1.283,0.000,1.252,0.351,141.533,0.113,61.045,0.607,306.387

53.000,0.133,101.406,0.004,1.287,0.000,1.252,0.406,141.940,0.119,61.165,0.662,307.049

54.000,0.144,101.549,0.003,1.290,0.000,1.252,0.327,142.267,0.127,61.292,0.601,307.650

55.000,0.137,101.686,0.004,1.293,0.006,1.258,0.336,142.603,0.127,61.419,0.610,308.260

56.000,0.130,101.816,0.004,1.297,0.000,1.258,0.340,142.942,0.118,61.537,0.591,308.850

57.000,0.123,101.939,0.002,1.299,0.000,1.258,0.370,143.312,0.103,61.639,0.597,309.447

58.000,0.129,102.068,0.004,1.303,0.000,1.258,0.376,143.687,0.107,61.747,0.615,310.063

59.000,0.129,102.197,0.004,1.306,0.000,1.258,0.325,144.013,0.107,61.853,0.564,310.627

60.000,0.126,102.323,0.004,1.310,0.002,1.260,0.409,144.422,0.107,61.960,0.648,311.275

61.000,0.133,102.455,0.004,1.314,0.000,1.260,0.382,144.804,0.110,62.070,0.629,311.904

62.000,0.127,102.583,0.004,1.318,0.000,1.260,0.364,145.168,0.109,62.179,0.604,312.508

63.000,0.126,102.709,0.004,1.322,0.000,1.260,0.322,145.490,0.111,62.290,0.563,313.070

64.000,0.132,102.841,0.004,1.327,0.000,1.260,0.339,145.828,0.110,62.400,0.586,313.656

65.000,0.127,102.968,0.004,1.330,0.002,1.262,0.327,146.155,0.109,62.509,0.569,314.225

66.000,0.126,103.094,0.004,1.334,0.000,1.262,0.438,146.593,0.108,62.617,0.675,314.900

67.000,0.128,103.222,0.004,1.338,0.000,1.262,0.326,146.919,0.111,62.728,0.569,315.469

68.000,0.140,103.362,0.008,1.345,0.000,1.262,0.369,147.288,0.108,62.836,0.624,316.093

69.000,0.124,103.485,0.002,1.347,0.000,1.262,0.360,147.648,0.101,62.937,0.586,316.680

70.000,0.132,103.618,0.006,1.353,0.002,1.264,0.327,147.975,0.114,63.052,0.582,317.262

71.000,0.121,103.738,0.002,1.355,0.000,1.264,0.346,148.321,0.101,63.153,0.570,317.831

72.000,0.149,103.887,0.006,1.361,0.000,1.264,0.326,148.648,0.107,63.260,0.588,318.419

73.000,0.135,104.022,0.004,1.364,0.000,1.264,0.333,148.981,0.116,63.376,0.587,319.007

74.000,0.138,104.160,0.004,1.368,0.000,1.264,0.328,149.308,0.125,63.501,0.594,319.601

75.000,0.136,104.296,0.004,1.372,0.004,1.268,0.385,149.693,0.126,63.627,0.656,320.257

76.000,0.122,104.418,0.003,1.374,0.000,1.268,0.325,150.019,0.106,63.734,0.557,320.813

77.000,0.129,104.547,0.004,1.378,0.000,1.268,0.480,150.499,0.110,63.844,0.723,321.536

78.000,0.125,104.672,0.003,1.381,0.000,1.268,0.331,150.830,0.104,63.947,0.562,322.099

79.000,0.129,104.801,0.004,1.384,0.000,1.268,0.374,151.204,0.110,64.057,0.616,322.715

80.000,0.131,104.932,0.004,1.389,0.002,1.270,0.326,151.530,0.107,64.164,0.571,323.285

81.000,0.129,105.061,0.004,1.393,0.000,1.270,0.330,151.860,0.136,64.301,0.599,323.885

82.000,0.129,105.191,0.004,1.397,0.000,1.270,0.351,152.211,0.107,64.408,0.592,324.476

83.000,0.129,105.320,0.004,1.400,0.000,1.270,0.318,152.529,0.111,64.518,0.561,325.038

84.000,0.122,105.442,0.002,1.402,0.000,1.270,0.445,152.975,0.101,64.619,0.670,325.707

85.000,0.133,105.574,0.004,1.406,0.006,1.276,0.353,153.327,0.117,64.737,0.613,326.320

86.000,0.146,105.720,0.004,1.409,0.000,1.276,0.440,153.767,0.123,64.860,0.714,327.034

87.000,0.131,105.851,0.004,1.413,0.000,1.276,0.353,154.120,0.114,64.974,0.601,327.635

88.000,0.139,105.989,0.004,1.417,0.000,1.276,0.363,154.483,0.121,65.095,0.626,328.261

89.000,0.124,106.114,0.002,1.419,0.000,1.276,0.374,154.858,0.111,65.206,0.612,328.873

90.000,0.138,106.252,0.004,1.423,0.006,1.283,0.373,155.231,0.119,65.325,0.640,329.513

91.000,0.136,106.387,0.004,1.427,0.000,1.283,0.342,155.573,0.125,65.450,0.607,330.120

92.000,0.140,106.527,0.004,1.430,0.000,1.283,0.346,155.919,0.118,65.568,0.607,330.727

93.000,0.142,106.669,0.004,1.434,0.000,1.283,0.527,156.446,0.117,65.685,0.789,331.516

94.000,0.136,106.805,0.004,1.438,0.000,1.283,0.352,156.798,0.135,65.820,0.627,332.143

95.000,0.143,106.948,0.004,1.442,0.005,1.287,0.359,157.157,0.119,65.939,0.630,332.773

96.000,0.137,107.084,0.004,1.446,0.000,1.287,0.348,157.505,0.113,66.052,0.602,333.376

97.000,0.121,107.205,0.002,1.448,0.000,1.287,0.471,157.976,0.104,66.156,0.697,334.073

98.000,0.139,107.345,0.004,1.451,0.000,1.287,0.578,158.553,0.117,66.273,0.837,334.910

99.000,0.126,107.470,0.002,1.453,0.000,1.287,0.381,158.935,0.111,66.384,0.619,335.529

100.000,0.002,107.472,0.001,1.455,0.003,1.290,0.402,159.337,0.111,66.496,0.520,336.049

