0.000,0.000,0.003,0.016,1.160,0.016,1.163

lap,curlap_loadbatch,alllaps_loadbatch,curlap_saveparams,alllaps_saveparams,curlap_total,alllaps_total
1.000,0.000,0.003,0.003,1.164,0.003,1.166

2.000,0.000,0.003,0.006,1.170,0.006,1.173

3.000,0.000,0.003,0.011,1.181,0.011,1.183

4.000,0.000,0.003,0.011,1.191,0.011,1.194

5.000,0.000,0.003,0.007,1.198,0.007,1.201

6.000,0.000,0.003,0.000,1.198,0.000,1.201

7.000,0.000,0.003,0.000,1.198,0.000,1.201

8.000,0.000,0.003,0.002,1.200,0.002,1.203

9.000,0.000,0.003,0.000,1.200,0.000,1.203

10.000,0.000,0.003,0.002,1.202,0.002,1.205

11.000,0.000,0.003,0.000,1.202,0.000,1.205

12.000,0.000,0.003,0.000,1.202,0.000,1.205

13.000,0.000,0.003,0.000,1.202,0.000,1.205

14.000,0.000,0.003,0.000,1.202,0.000,1.205

15.000,0.000,0.003,0.011,1.213,0.011,1.216

16.000,0.000,0.003,0.000,1.213,0.000,1.216

17.000,0.000,0.003,0.000,1.213,0.000,1.216

18.000,0.000,0.003,0.000,1.213,0.000,1.216

19.000,0.000,0.003,0.000,1.213,0.000,1.216

20.000,0.000,0.003,0.002,1.215,0.002,1.218

21.000,0.000,0.003,0.000,1.215,0.000,1.218

22.000,0.000,0.003,0.000,1.215,0.000,1.218

23.000,0.000,0.003,0.000,1.215,0.000,1.218

24.000,0.000,0.003,0.000,1.215,0.000,1.218

25.000,0.000,0.003,0.006,1.221,0.006,1.223

26.000,0.000,0.003,0.000,1.221,0.000,1.223

27.000,0.000,0.003,0.000,1.221,0.000,1.223

28.000,0.000,0.003,0.000,1.221,0.000,1.223

29.000,0.000,0.003,0.000,1.221,0.000,1.223

30.000,0.000,0.003,0.005,1.225,0.005,1.228

31.000,0.000,0.003,0.000,1.225,0.000,1.228

32.000,0.000,0.003,0.000,1.225,0.000,1.228

33.000,0.000,0.003,0.000,1.225,0.000,1.228

34.000,0.000,0.003,0.000,1.225,0.000,1.228

35.000,0.000,0.003,0.011,1.236,0.011,1.239

36.000,0.000,0.003,0.000,1.236,0.000,1.239

37.000,0.000,0.003,0.000,1.236,0.000,1.239

38.000,0.000,0.003,0.000,1.236,0.000,1.239

39.000,0.000,0.003,0.000,1.236,0.000,1.239

40.000,0.000,0.003,0.006,1.242,0.006,1.245

41.000,0.000,0.003,0.000,1.242,0.000,1.245

42.000,0.000,0.003,0.000,1.242,0.000,1.245

43.000,0.000,0.003,0.000,1.242,0.000,1.245

44.000,0.000,0.003,0.000,1.242,0.000,1.245

45.000,0.000,0.003,0.004,1.246,0.004,1.249

46.000,0.000,0.003,0.000,1.246,0.000,1.249

47.000,0.000,0.003,0.000,1.246,0.000,1.249

48.000,0.000,0.003,0.000,1.246,0.000,1.249

49.000,0.000,0.003,0.000,1.246,0.000,1.249

50.000,0.000,0.003,0.003,1.249,0.003,1.252

51.000,0.000,0.003,0.000,1.249,0.000,1.252

52.000,0.000,0.003,0.000,1.249,0.000,1.252

53.000,0.000,0.003,0.000,1.249,0.000,1.252

54.000,0.000,0.003,0.000,1.249,0.000,1.252

55.000,0.000,0.003,0.006,1.255,0.006,1.258

56.000,0.000,0.003,0.000,1.255,0.000,1.258

57.000,0.000,0.003,0.000,1.255,0.000,1.258

58.000,0.000,0.003,0.000,1.255,0.000,1.258

59.000,0.000,0.003,0.000,1.255,0.000,1.258

60.000,0.000,0.003,0.002,1.257,0.002,1.260

61.000,0.000,0.003,0.000,1.257,0.000,1.260

62.000,0.000,0.003,0.000,1.257,0.000,1.260

63.000,0.000,0.003,0.000,1.257,0.000,1.260

64.000,0.000,0.003,0.000,1.257,0.000,1.260

65.000,0.000,0.003,0.002,1.259,0.002,1.262

66.000,0.000,0.003,0.000,1.259,0.000,1.262

67.000,0.000,0.003,0.000,1.259,0.000,1.262

68.000,0.000,0.003,0.000,1.259,0.000,1.262

69.000,0.000,0.003,0.000,1.259,0.000,1.262

70.000,0.000,0.003,0.002,1.261,0.002,1.264

71.000,0.000,0.003,0.000,1.261,0.000,1.264

72.000,0.000,0.003,0.000,1.261,0.000,1.264

73.000,0.000,0.003,0.000,1.261,0.000,1.264

74.000,0.000,0.003,0.000,1.261,0.000,1.264

75.000,0.000,0.003,0.004,1.265,0.004,1.268

76.000,0.000,0.003,0.000,1.265,0.000,1.268

77.000,0.000,0.003,0.000,1.265,0.000,1.268

78.000,0.000,0.003,0.000,1.265,0.000,1.268

79.000,0.000,0.003,0.000,1.265,0.000,1.268

80.000,0.000,0.003,0.002,1.267,0.002,1.270

81.000,0.000,0.003,0.000,1.267,0.000,1.270

82.000,0.000,0.003,0.000,1.267,0.000,1.270

83.000,0.000,0.003,0.000,1.267,0.000,1.270

84.000,0.000,0.003,0.000,1.267,0.000,1.270

85.000,0.000,0.003,0.006,1.273,0.006,1.276

86.000,0.000,0.003,0.000,1.273,0.000,1.276

87.000,0.000,0.003,0.000,1.273,0.000,1.276

88.000,0.000,0.003,0.000,1.273,0.000,1.276

89.000,0.000,0.003,0.000,1.273,0.000,1.276

90.000,0.000,0.003,0.006,1.279,0.006,1.283

91.000,0.000,0.003,0.000,1.279,0.000,1.283

92.000,0.000,0.003,0.000,1.279,0.000,1.283

93.000,0.000,0.003,0.000,1.279,0.000,1.283

94.000,0.000,0.003,0.000,1.279,0.000,1.283

95.000,0.000,0.003,0.005,1.284,0.005,1.287

96.000,0.000,0.003,0.000,1.284,0.000,1.287

97.000,0.000,0.003,0.000,1.284,0.000,1.287

98.000,0.000,0.003,0.000,1.284,0.000,1.287

99.000,0.000,0.003,0.000,1.284,0.000,1.287

100.000,0.000,0.003,0.003,1.287,0.003,1.290

