0.000,0.000,0.063,0.000,0.581,0.000,0.201,0.000,0.235,0.000,0.070,0.000,1.150

lap,curlap_alloc,alllaps_alloc,curlap_ev,alllaps_ev,curlap_fastfwdSS,alllaps_fastfwdSS,curlap_increment,alllaps_increment,curlap_obs,alllaps_obs,curlap_total,alllaps_total
1.000,0.000,0.063,0.001,0.581,0.000,0.201,0.001,0.236,0.000,0.070,0.002,1.152

2.000,0.000,0.063,0.004,0.585,0.006,0.207,0.001,0.236,0.000,0.071,0.010,1.162

3.000,0.000,0.063,0.001,0.586,0.004,0.211,0.000,0.237,0.000,0.071,0.006,1.168

4.000,0.000,0.064,0.001,0.587,0.001,0.213,0.000,0.237,0.000,0.071,0.003,1.171

5.000,0.000,0.064,0.001,0.588,0.001,0.213,0.000,0.237,0.000,0.071,0.002,1.173

6.000,0.000,0.064,0.001,0.589,0.001,0.214,0.000,0.237,0.000,0.071,0.002,1.175

7.000,0.000,0.064,0.002,0.591,0.000,0.214,0.001,0.238,0.000,0.071,0.004,1.179

8.000,0.000,0.064,0.001,0.592,0.000,0.214,0.000,0.238,0.000,0.072,0.002,1.181

9.000,0.000,0.064,0.002,0.595,0.000,0.215,0.001,0.239,0.000,0.072,0.004,1.185

10.000,0.000,0.064,0.001,0.596,0.000,0.215,0.000,0.240,0.000,0.072,0.002,1.187

11.000,0.000,0.064,0.001,0.597,0.001,0.215,0.000,0.240,0.000,0.072,0.002,1.189

12.000,0.000,0.065,0.001,0.598,0.000,0.216,0.000,0.240,0.000,0.072,0.002,1.190

13.000,0.000,0.065,0.001,0.599,0.001,0.216,0.000,0.241,0.000,0.072,0.002,1.192

14.000,0.000,0.065,0.002,0.601,0.000,0.216,0.001,0.241,0.000,0.072,0.004,1.196

15.000,0.000,0.065,0.001,0.602,0.001,0.217,0.000,0.242,0.000,0.072,0.002,1.198

16.000,0.000,0.065,0.001,0.603,0.001,0.217,0.000,0.242,0.000,0.073,0.002,1.200

17.000,0.000,0.065,0.001,0.604,0.000,0.218,0.000,0.242,0.000,0.073,0.002,1.202

18.000,0.000,0.065,0.001,0.605,0.000,0.218,0.000,0.242,0.000,0.073,0.002,1.203

19.000,0.000,0.065,0.001,0.606,0.000,0.218,0.000,0.243,0.000,0.073,0.002,1.205

20.000,0.000,0.065,0.001,0.607,0.000,0.218,0.000,0.243,0.000,0.073,0.002,1.207

21.000,0.000,0.065,0.001,0.608,0.000,0.218,0.000,0.244,0.000,0.073,0.002,1.208

22.000,0.000,0.066,0.001,0.609,0.001,0.219,0.000,0.244,0.000,0.073,0.002,1.211

23.000,0.000,0.066,0.001,0.610,0.000,0.219,0.000,0.244,0.000,0.073,0.002,1.212

24.000,0.000,0.066,0.001,0.611,0.000,0.219,0.000,0.244,0.000,0.073,0.002,1.214

25.000,0.000,0.066,0.001,0.612,0.000,0.220,0.000,0.245,0.000,0.073,0.002,1.215

26.000,0.000,0.066,0.001,0.613,0.000,0.220,0.000,0.245,0.000,0.074,0.002,1.217

27.000,0.000,0.066,0.001,0.614,0.000,0.220,0.000,0.245,0.000,0.074,0.002,1.219

28.000,0.000,0.066,0.001,0.615,0.000,0.220,0.000,0.246,0.000,0.074,0.002,1.220

29.000,0.000,0.066,0.001,0.616,0.000,0.220,0.000,0.246,0.000,0.074,0.002,1.222

30.000,0.000,0.066,0.001,0.617,0.000,0.220,0.000,0.246,0.000,0.074,0.002,1.223

31.000,0.000,0.066,0.001,0.618,0.000,0.221,0.002,0.248,0.001,0.075,0.004,1.228

32.000,0.000,0.066,0.001,0.618,0.001,0.221,0.000,0.249,0.000,0.075,0.002,1.230

33.000,0.000,0.067,0.001,0.619,0.001,0.222,0.000,0.249,0.000,0.075,0.002,1.232

34.000,0.001,0.067,0.001,0.621,0.001,0.223,0.001,0.250,0.000,0.075,0.004,1.236

35.000,0.000,0.067,0.002,0.622,0.000,0.223,0.001,0.250,0.000,0.076,0.003,1.239

36.000,0.000,0.067,0.001,0.623,0.000,0.223,0.000,0.251,0.000,0.076,0.002,1.240

37.000,0.000,0.067,0.001,0.624,0.000,0.223,0.000,0.251,0.000,0.076,0.002,1.242

38.000,0.000,0.067,0.001,0.625,0.000,0.223,0.000,0.251,0.000,0.076,0.002,1.244

39.000,0.000,0.068,0.001,0.626,0.000,0.224,0.000,0.252,0.000,0.076,0.002,1.245

40.000,0.000,0.068,0.001,0.627,0.000,0.224,0.000,0.252,0.000,0.076,0.002,1.247

41.000,0.000,0.068,0.001,0.628,0.000,0.224,0.000,0.252,0.000,0.076,0.002,1.249

42.000,0.000,0.068,0.002,0.631,0.000,0.224,0.001,0.253,0.000,0.077,0.004,1.252

43.000,0.000,0.068,0.002,0.633,0.000,0.224,0.001,0.254,0.000,0.077,0.004,1.256

44.000,0.000,0.068,0.002,0.635,0.000,0.225,0.001,0.255,0.000,0.077,0.004,1.260

45.000,0.000,0.068,0.001,0.636,0.000,0.225,0.000,0.255,0.000,0.077,0.002,1.262

46.000,0.000,0.069,0.002,0.639,0.001,0.226,0.001,0.256,0.000,0.077,0.004,1.266

47.000,0.000,0.069,0.001,0.640,0.000,0.226,0.000,0.256,0.000,0.077,0.002,1.268

48.000,0.000,0.069,0.001,0.641,0.000,0.226,0.000,0.257,0.000,0.077,0.002,1.269

49.000,0.000,0.069,0.002,0.643,0.000,0.226,0.001,0.257,0.000,0.078,0.004,1.273

50.000,0.000,0.069,0.001,0.644,0.000,0.226,0.000,0.258,0.000,0.078,0.002,1.275

51.000,0.000,0.069,0.002,0.646,0.001,0.227,0.001,0.258,0.000,0.078,0.004,1.279

52.000,0.000,0.069,0.002,0.649,0.000,0.228,0.001,0.259,0.000,0.078,0.004,1.283

53.000,0.000,0.069,0.002,0.651,0.000,0.228,0.001,0.260,0.000,0.078,0.004,1.287

54.000,0.000,0.070,0.002,0.653,0.000,0.228,0.001,0.261,0.000,0.078,0.003,1.290

55.000,0.000,0.070,0.002,0.655,0.000,0.228,0.001,0.261,0.000,0.079,0.004,1.293

