0.000,0.000,0.063,0.000,0.581,0.000,0.201,0.000,0.235,0.000,0.070,0.000,1.150

lap,curlap_alloc,alllaps_alloc,curlap_ev,alllaps_ev,curlap_fastfwdSS,alllaps_fastfwdSS,curlap_increment,alllaps_increment,curlap_obs,alllaps_obs,curlap_total,alllaps_total
56.000,0.000,0.070,0.002,0.658,0.000,0.228,0.001,0.262,0.000,0.079,0.004,1.297

57.000,0.000,0.070,0.001,0.659,0.000,0.228,0.000,0.263,0.000,0.079,0.002,1.299

58.000,0.000,0.070,0.002,0.661,0.000,0.229,0.001,0.264,0.000,0.079,0.004,1.303

59.000,0.000,0.070,0.002,0.663,0.000,0.229,0.001,0.264,0.000,0.079,0.004,1.306

60.000,0.000,0.071,0.002,0.666,0.000,0.229,0.001,0.265,0.000,0.080,0.004,1.310

61.000,0.000,0.071,0.002,0.668,0.000,0.229,0.001,0.266,0.000,0.080,0.004,1.314

62.000,0.000,0.071,0.003,0.671,0.000,0.230,0.001,0.267,0.000,0.080,0.004,1.318

63.000,0.000,0.071,0.002,0.673,0.000,0.230,0.001,0.268,0.000,0.080,0.004,1.322

64.000,0.000,0.071,0.002,0.676,0.000,0.230,0.001,0.269,0.000,0.081,0.004,1.327

65.000,0.000,0.072,0.002,0.678,0.001,0.231,0.000,0.269,0.000,0.081,0.004,1.330

66.000,0.000,0.072,0.002,0.680,0.000,0.231,0.001,0.270,0.000,0.081,0.004,1.334

67.000,0.000,0.072,0.002,0.683,0.000,0.231,0.001,0.271,0.000,0.081,0.004,1.338

68.000,0.000,0.072,0.002,0.685,0.000,0.231,0.004,0.275,0.001,0.082,0.008,1.345

69.000,0.000,0.072,0.001,0.686,0.000,0.232,0.000,0.275,0.000,0.082,0.002,1.347

70.000,0.000,0.073,0.002,0.688,0.000,0.232,0.003,0.278,0.000,0.082,0.006,1.353

71.000,0.000,0.073,0.001,0.689,0.000,0.232,0.000,0.278,0.000,0.082,0.002,1.355

72.000,0.000,0.073,0.003,0.692,0.000,0.232,0.002,0.280,0.000,0.083,0.006,1.361

73.000,0.000,0.073,0.002,0.694,0.000,0.232,0.001,0.281,0.000,0.083,0.004,1.364

74.000,0.000,0.073,0.002,0.697,0.000,0.233,0.001,0.282,0.000,0.083,0.004,1.368

75.000,0.000,0.073,0.002,0.699,0.000,0.233,0.001,0.283,0.000,0.083,0.004,1.372

76.000,0.000,0.074,0.002,0.701,0.000,0.233,0.001,0.283,0.000,0.084,0.003,1.374

77.000,0.000,0.074,0.002,0.703,0.000,0.233,0.001,0.284,0.000,0.084,0.004,1.378

78.000,0.000,0.074,0.002,0.705,0.000,0.233,0.001,0.285,0.000,0.084,0.003,1.381

79.000,0.000,0.074,0.002,0.707,0.000,0.233,0.001,0.285,0.000,0.084,0.004,1.384

80.000,0.000,0.074,0.002,0.710,0.000,0.234,0.001,0.287,0.000,0.084,0.004,1.389

81.000,0.000,0.074,0.002,0.712,0.000,0.234,0.001,0.288,0.000,0.085,0.004,1.393

82.000,0.000,0.075,0.002,0.715,0.000,0.234,0.001,0.288,0.000,0.085,0.004,1.397

83.000,0.000,0.075,0.002,0.717,0.000,0.234,0.001,0.289,0.000,0.085,0.004,1.400

84.000,0.000,0.075,0.001,0.718,0.000,0.235,0.000,0.289,0.000,0.085,0.002,1.402

85.000,0.000,0.075,0.002,0.720,0.000,0.235,0.001,0.290,0.000,0.085,0.004,1.406

86.000,0.000,0.075,0.002,0.723,0.000,0.235,0.001,0.291,0.000,0.086,0.004,1.409

87.000,0.000,0.075,0.002,0.725,0.000,0.235,0.001,0.292,0.000,0.086,0.004,1.413

88.000,0.000,0.076,0.002,0.728,0.000,0.235,0.001,0.293,0.000,0.086,0.004,1.417

89.000,0.000,0.076,0.001,0.729,0.000,0.235,0.000,0.293,0.000,0.086,0.002,1.419

90.000,0.000,0.076,0.002,0.731,0.000,0.236,0.001,0.294,0.000,0.086,0.004,1.423

91.000,0.000,0.076,0.002,0.733,0.000,0.236,0.001,0.295,0.000,0.087,0.004,1.427

92.000,0.000,0.076,0.002,0.736,0.000,0.236,0.001,0.296,0.000,0.087,0.004,1.430

93.000,0.000,0.076,0.002,0.738,0.000,0.236,0.001,0.296,0.000,0.087,0.004,1.434

94.000,0.000,0.077,0.002,0.741,0.000,0.236,0.001,0.297,0.000,0.087,0.004,1.438

95.000,0.000,0.077,0.002,0.743,0.000,0.237,0.001,0.298,0.000,0.087,0.004,1.442

96.000,0.000,0.077,0.002,0.745,0.000,0.237,0.001,0.299,0.000,0.088,0.004,1.446

97.000,0.000,0.077,0.001,0.746,0.000,0.237,0.000,0.299,0.000,0.088,0.002,1.448

98.000,0.000,0.077,0.002,0.749,0.000,0.237,0.001,0.300,0.000,0.088,0.004,1.451

99.000,0.000,0.077,0.001,0.750,0.000,0.237,0.000,0.301,0.000,0.088,0.002,1.453

100.000,0.000,0.077,0.001,0.751,0.000,0.238,0.000,0.301,0.000,0.088,0.001,1.455

